391,positive,1.2881
392,positive,0.7805
393,positive,0.8584
394,neutral,1
395,neutral,0.897
396,neutral,0.777
397,neutral,1
398,neutral,0.662
399,positive,1.0939
400,positive,0.5880000000000001
401,neutral,0.756
402,positive,1.2199
403,neutral,1
404,negative,-1.0951
405,negative,-1.2959
406,positive,1.6369
407,positive,1.4019
408,positive,0.7786000000000001
409,neutral,1
410,neutral,1
411,neutral,1
412,neutral,0
413,neutral,1
414,positive,0.8228
415,neutral,0.706
416,neutral,0.595
417,neutral,0.843
418,negative,-0.40800000000000003
419,positive,1.0615999999999999
420,neutral,1
421,neutral,0.811
422,neutral,0.704
423,neutral,1
424,neutral,1
425,neutral,1
426,neutral,1
427,neutral,0
428,neutral,1
429,neutral,0.759
430,positive,0.7664
431,negative,-0.9086000000000001
432,neutral,0.809
433,neutral,1
434,neutral,1
435,neutral,1
436,neutral,0
437,neutral,1
438,neutral,0.867
439,neutral,0.936
440,neutral,1
441,neutral,0.809
442,neutral,1
443,neutral,1
444,neutral,1
445,neutral,1
446,neutral,1
447,positive,0.9626000000000001
448,neutral,1
449,neutral,1
450,negative,-0.9097
451,neutral,1
452,neutral,1
453,positive,0.6832
454,positive,1.4449
455,negative,-0.9592
456,neutral,1
457,neutral,1
458,neutral,1
459,neutral,0.87
460,positive,0.6729
461,neutral,1
462,neutral,0.794
463,neutral,1
464,neutral,0
465,neutral,1
466,positive,0.9309000000000001
467,neutral,1
468,neutral,1
469,neutral,1
470,neutral,0.772
471,positive,1.087
472,positive,0.784
473,neutral,0
474,neutral,0
475,neutral,0
476,neutral,0
477,neutral,1
478,positive,1.292
479,positive,1.6369
480,neutral,1
481,neutral,1
482,neutral,0.875
483,neutral,1
484,neutral,1
485,neutral,1
486,positive,1.3447
487,positive,1.0934
488,neutral,1
489,neutral,1
490,positive,1.2019
491,neutral,1
492,neutral,1
493,neutral,0
494,neutral,0.846
495,neutral,0.761
496,neutral,0
497,neutral,1
498,neutral,1
499,positive,1.296
500,neutral,0.723
501,neutral,1
502,neutral,1
503,neutral,1
504,neutral,1
505,neutral,0.885
506,neutral,1
507,neutral,1
508,positive,1.0944
509,neutral,1
510,neutral,1
511,positive,0.7318
512,positive,1.2902
513,neutral,1
514,neutral,1
515,neutral,1
516,neutral,0.76
517,neutral,0.824
518,neutral,1
519,neutral,0.505
520,neutral,1
521,neutral,0.755
522,neutral,1
523,neutral,1
524,neutral,0.848
525,positive,0.7612
526,neutral,0.455
527,neutral,1
528,positive,1.7176
529,neutral,1
530,neutral,0
531,neutral,1
532,negative,-0.6942
533,positive,1.1204
534,neutral,1
535,neutral,1
536,positive,1.4215
537,positive,1.0045
538,neutral,1
539,positive,1.1849
540,positive,1.3873
541,positive,1.7166000000000001
542,negative,-1.1185
543,neutral,1
544,neutral,0
545,neutral,0
546,neutral,1
547,neutral,0.818
548,positive,1.4449
549,positive,0.8953
550,neutral,0.702
551,neutral,0.886
552,neutral,1
553,neutral,1
554,negative,-0.8839
555,neutral,0.7
556,neutral,1
557,neutral,1
558,positive,0.8306
559,neutral,1
560,positive,1.1566999999999998
561,neutral,1
562,neutral,1
563,positive,0.9549000000000001
564,neutral,1
565,neutral,1
566,positive,1.355
567,neutral,1
568,positive,0.8200000000000001
569,neutral,1
570,neutral,0.789
571,neutral,0.823
572,neutral,0.892
573,positive,0.8679
574,positive,0.8819
575,neutral,0.818
576,positive,0.9318
577,neutral,0.874
578,neutral,1
579,neutral,1
580,positive,1.0119
581,neutral,0.796
582,neutral,1
583,neutral,0.538
584,neutral,1
585,neutral,0.783
586,positive,0.8878999999999999
587,neutral,0.707
588,negative,-0.9324
589,neutral,1
590,neutral,1
591,neutral,1
592,positive,0.5791999999999999
593,neutral,0.692
594,positive,0.8504
595,positive,1.0324
596,neutral,1
597,neutral,1
598,neutral,0.824
599,positive,1.4449
600,positive,1.0939
601,negative,-0.8874
602,negative,-0.7664
603,neutral,0.576
604,negative,-1.2852999999999999
605,neutral,1
606,negative,-1.1764000000000001
607,negative,-1.2071999999999998
608,positive,1.4076
609,neutral,1
610,neutral,1
611,neutral,1
612,neutral,0.818
613,neutral,0.846
614,neutral,1
615,neutral,1
616,neutral,0.855
617,neutral,1
618,positive,1.4215
619,neutral,1
620,neutral,0.714
621,neutral,1
622,neutral,0
623,neutral,0.857
624,neutral,1
625,neutral,1
626,neutral,1
627,neutral,1
628,neutral,1
629,neutral,1
630,neutral,1
631,positive,0.7462
632,neutral,1
633,neutral,1
634,neutral,0.849
635,neutral,1
636,neutral,0.84
637,neutral,0.861
638,neutral,1
639,neutral,0.909
640,neutral,0.806
641,neutral,1
642,neutral,0.909
643,neutral,0.811
644,neutral,0.857
645,positive,1.0324
646,neutral,1
647,neutral,1
648,positive,1.2111999999999998
649,positive,1.4378
650,neutral,0.625
651,neutral,1
652,neutral,1
653,positive,1.2717
654,positive,1.1680000000000001
655,neutral,0.732
656,neutral,1
657,neutral,0.744
658,neutral,1
659,neutral,1
660,positive,0.8532
661,neutral,1
662,neutral,0.872
663,neutral,0.874
664,neutral,1
665,neutral,0.755
666,neutral,0.783
667,neutral,0
668,positive,1.3801999999999999
669,neutral,1
670,neutral,0.774
671,neutral,1
672,positive,0.9077999999999999
673,neutral,0.889
674,neutral,0.859
675,positive,1.2549000000000001
676,negative,-0.8200000000000001
677,neutral,0.602
678,neutral,1
679,neutral,0.725
680,neutral,1
681,neutral,0.802
682,positive,1.5752
683,positive,1.3204
684,neutral,0.584
685,negative,-0.7968999999999999
686,neutral,1
687,neutral,1
688,neutral,0.672
689,neutral,1
690,neutral,0.753
691,negative,-1.4019
692,negative,-1.2941
693,positive,1.1844000000000001
694,positive,1.045
695,neutral,0.558
696,negative,-0.8523000000000001
697,neutral,1
698,neutral,1
699,neutral,0.595
700,positive,1.0939
701,positive,1.4289
702,neutral,1
703,negative,-1.1995
704,neutral,1
705,neutral,0.892
706,neutral,1
707,positive,1.7728000000000002
708,neutral,1
709,neutral,1
710,positive,0.7324999999999999
711,neutral,1
712,positive,1.3182
713,positive,1.0934
714,neutral,0.714
715,neutral,0.734
716,neutral,1
717,neutral,0.831
718,neutral,1
719,neutral,0.755
720,neutral,0.887
721,neutral,1
722,neutral,1
723,positive,1.1849
724,positive,1.5424
725,positive,0.7799
726,neutral,1
727,neutral,1
728,neutral,1
729,neutral,0.8
730,neutral,0
731,positive,0.8136000000000001
732,positive,1.2086999999999999
733,neutral,1
734,neutral,0
735,negative,-0.8005
736,neutral,0.874
737,positive,1.502
738,positive,0.8162
739,neutral,1
740,neutral,1
741,positive,0.7758
742,positive,1.589
743,neutral,1
744,neutral,1
745,neutral,1
746,positive,1.3083
747,positive,0.7443
748,neutral,1
749,neutral,1
750,neutral,1
751,neutral,1
752,neutral,1
753,positive,0.8604
754,neutral,1
755,neutral,0.737
756,neutral,0.793
757,neutral,1
758,neutral,0.688
759,neutral,0.816
760,positive,1.4289
761,neutral,1
762,neutral,1
763,neutral,0.744
764,positive,1.7096
765,neutral,1
766,neutral,1
767,neutral,1
768,neutral,0.914
769,positive,1.0316
770,neutral,1
771,neutral,1
772,neutral,0
773,neutral,0.646
774,positive,0.7867
775,neutral,0.859
776,negative,-0.7150000000000001
777,neutral,1
778,neutral,1
779,neutral,0.7
780,neutral,0.755
781,negative,-0.8758999999999999
782,positive,0.3906
783,neutral,0.582
784,positive,0.8813
785,neutral,0.884
786,positive,0.9025
787,neutral,0.87
788,positive,0.5962
789,neutral,0.918
790,neutral,1
791,neutral,1
792,neutral,0.551
793,neutral,1
794,neutral,1
795,positive,0.8604
796,neutral,1
797,neutral,0.855
798,positive,0.7528999999999999
799,neutral,0.775
800,positive,0.9996
801,positive,0.8429
802,negative,-0.9588
803,positive,1.0179
804,neutral,0.789
805,positive,0.7499
806,neutral,1
807,negative,-1.2776
808,neutral,1
809,neutral,0.814
810,negative,-1.2927
811,positive,1.0648
812,positive,1.0069
813,neutral,0.779
814,negative,-0.7519
815,negative,-0.9974000000000001
816,neutral,0.714
817,positive,0.8074
818,positive,0.9588
819,neutral,1
820,neutral,1
821,neutral,1
822,positive,1.2088
823,positive,1.2776
824,positive,1.4215
825,neutral,1
826,negative,-0.565
827,positive,1.2969
828,neutral,0
829,neutral,1
830,neutral,1
831,neutral,1
832,neutral,1
833,neutral,0
834,neutral,1
835,neutral,1
836,neutral,0
837,neutral,0
838,neutral,1
839,neutral,1
840,neutral,1
841,neutral,0.743
842,neutral,1
843,neutral,0
844,positive,0.5243
845,positive,0.9515
846,neutral,1
847,positive,0.8854
848,neutral,0.669
849,neutral,1
850,neutral,1
851,positive,1.2709000000000001
852,neutral,0.827
853,neutral,1
854,neutral,1
855,positive,1.3612
856,neutral,1
857,neutral,0.892
858,positive,1.2969
859,positive,1.6417000000000002
860,neutral,1
861,positive,1.1844000000000001
862,neutral,0.714
863,neutral,0.896
864,positive,0.8199000000000001
865,neutral,0.698
866,neutral,0.851
867,neutral,1
868,neutral,1
869,neutral,1
870,positive,1.2019
871,positive,0.6652
872,positive,1.296
873,positive,1.1489
874,neutral,0.734
875,positive,1.2019
876,neutral,1
877,neutral,0.726
878,neutral,0.889
879,neutral,1
880,neutral,0.773
881,neutral,0.744
882,positive,0.6879
883,neutral,0.744
884,negative,-1.2973999999999999
885,negative,-0.9584
886,negative,-1.0255
887,neutral,0
888,positive,1.2199
889,neutral,1
890,positive,1.5105
891,neutral,1
892,positive,0.8809
893,neutral,0.663
894,positive,1.0752
895,neutral,1
896,neutral,0.805
897,positive,1.1120999999999999
898,positive,0.984
899,neutral,1
900,positive,1.1120999999999999
901,neutral,1
902,neutral,1
903,neutral,1
904,positive,1.2867
905,neutral,0.67
906,neutral,1
907,neutral,1
908,positive,1.6249
909,neutral,1
910,negative,-1.5017999999999998
911,neutral,1
912,neutral,1
913,neutral,1
914,neutral,1
915,neutral,1
916,positive,1.0939
917,neutral,1
918,neutral,1
919,neutral,1
920,neutral,1
921,neutral,0
922,neutral,0.647
923,neutral,1
924,neutral,0.906
925,positive,0.7848999999999999
926,positive,1.4241000000000001
927,positive,1.4443000000000001
928,neutral,0.827
929,neutral,1
930,neutral,1
931,neutral,1
932,positive,1.6369
933,neutral,1
934,negative,-0.9037999999999999
935,neutral,0.769
936,neutral,1
937,positive,1.1585
938,neutral,0.887
939,neutral,1
940,neutral,1
941,neutral,1
942,neutral,0.56
943,neutral,1
944,positive,0.6941999999999999
945,neutral,1
946,neutral,1
947,neutral,1
948,positive,0.9021
949,neutral,1
950,positive,0.9764999999999999
951,neutral,1
952,neutral,1
953,neutral,1
954,neutral,1
955,neutral,0.891
956,positive,0.9178999999999999
957,positive,1.2019
958,positive,1.2019
959,positive,1.1638
960,neutral,0.851
961,neutral,0.746
962,positive,1.0923
963,neutral,1
964,neutral,1
965,neutral,1
966,neutral,1
967,neutral,1
968,neutral,0.913
969,neutral,1
970,neutral,1
971,neutral,1
972,neutral,1
973,neutral,1
974,neutral,0.814
975,neutral,1
976,neutral,0.706
977,neutral,1
978,neutral,0.857
979,neutral,0.761
980,neutral,1
981,neutral,0.872
982,positive,1.1695
983,neutral,0.75
984,neutral,1
985,neutral,1
986,neutral,1
987,negative,-0.7656999999999999
988,positive,0.8069
989,neutral,0.852
990,neutral,1
991,positive,0.987
992,neutral,1
993,neutral,0.893
994,neutral,0.883
995,neutral,0.909
996,neutral,0.75
997,positive,0.8873
998,neutral,0.942
999,neutral,0.902
1000,neutral,0.816
1001,neutral,0.881
1002,positive,0.9821
1003,neutral,1
1004,neutral,0.903
1005,neutral,0.93
1006,positive,0.8809
1007,neutral,0.934
1008,neutral,0.858
1009,neutral,0
1010,positive,0.9629000000000001
1011,positive,1.2475
1012,neutral,0.692
1013,neutral,1
1014,neutral,0.851
1015,positive,1.5764
1016,neutral,1
1017,neutral,0.755
1018,positive,0.9172
1019,neutral,0.829
1020,neutral,0.866
1021,positive,1.1721
1022,positive,1.388
1023,neutral,1
1024,neutral,1
1025,negative,-0.9524
1026,neutral,0.672
1027,neutral,0.833
1028,neutral,1
1029,neutral,1
1030,neutral,1
1031,neutral,1
1032,neutral,1
1033,neutral,1
1034,neutral,0.61
1035,neutral,1
1036,neutral,1
1037,neutral,1
1038,negative,-1.0093
1039,neutral,0.741
1040,positive,1.3385
1041,neutral,0.843
1042,neutral,1
1043,neutral,1
1044,positive,1.2199
1045,neutral,1
1046,neutral,0
1047,neutral,1
1048,positive,0.8177000000000001
1049,neutral,1
1050,neutral,1
1051,neutral,0.471
1052,positive,1.0366
1053,positive,1.0366
1054,negative,-1.1796
1055,neutral,0
1056,neutral,1
1057,neutral,0.894
1058,neutral,1
1059,neutral,1
1060,positive,1.3952
1061,positive,0.8419
1062,positive,1.0258
1063,negative,-1.0928
1064,positive,1.0346000000000002
1065,neutral,1
1066,neutral,0.87
1067,positive,1.1897
1068,neutral,1
1069,neutral,0.492
1070,positive,1.4215
1071,positive,0.9513
1072,neutral,1
1073,neutral,0.722
1074,positive,1.3435000000000001
1075,neutral,1
1076,neutral,1
1077,neutral,0.662
1078,neutral,1
1079,positive,0.7852
1080,neutral,1
1081,neutral,1
1082,positive,1.296
1083,negative,-0.8200000000000001
1084,negative,-1.4747
1085,positive,1.0923
1086,neutral,1
1087,positive,0.7586
1088,positive,1.0151999999999999
1089,neutral,0
1090,neutral,1
1091,positive,1.6369
1092,positive,0.988
1093,positive,1.0505
1094,neutral,0
1095,neutral,0.784
1096,positive,1.1931
1097,neutral,0.891
1098,negative,-1.2684
1099,positive,1.1766999999999999
1100,positive,1.1203
1101,neutral,1
1102,neutral,1
1103,neutral,0.763
1104,neutral,1
1105,positive,1.2023
1106,neutral,1
1107,positive,0.9502
1108,neutral,0.51
1109,neutral,0.484
1110,neutral,0.708
1111,neutral,1
1112,neutral,1
1113,positive,0.9519
1114,positive,0.6942
1115,neutral,0.393
1116,neutral,1
1117,neutral,0.654
1118,positive,0.8079000000000001
1119,negative,-1.0847
1120,positive,0.9939
1121,positive,0.9846
1122,positive,1.255
1123,positive,1.1415000000000002
1124,neutral,0.526
1125,neutral,1
1126,neutral,0.734
1127,neutral,1
1128,positive,1.5036999999999998
1129,positive,1.2286000000000001
1130,neutral,1
1131,neutral,0.913
1132,negative,-1.0093
1133,positive,0.8355999999999999
1134,positive,0.8355999999999999
1135,neutral,0.847
1136,neutral,0
1137,positive,1.4721
1138,positive,1.0358
1139,neutral,1
1140,neutral,1
1141,neutral,0.734
1142,neutral,0.685
1143,neutral,1
1144,positive,1.4609
1145,neutral,1
1146,positive,0.6763
1147,neutral,0.722
1148,positive,1.3904
1149,neutral,1
1150,neutral,1
1151,neutral,1
1152,neutral,0
1153,neutral,1
1154,negative,-0.9574
1155,negative,-1.0934
1156,positive,1.5574
1157,negative,-1.2956
1158,negative,-1.2604000000000002
1159,neutral,1
1160,neutral,1
1161,neutral,1
1162,neutral,1
1163,positive,0.7238
1164,positive,1.4759
1165,positive,1.0151999999999999
1166,neutral,0.83
1167,neutral,0.701
1168,negative,-1.1093
1169,neutral,1
1170,positive,1.2019
1171,neutral,1
1172,positive,1.3222
1173,neutral,1
1174,positive,0.8419
1175,negative,-0.9914000000000001
1176,negative,-1.2758
1177,neutral,0.706
1178,positive,0.9934000000000001
1179,neutral,1
1180,neutral,1
1181,neutral,1
1182,neutral,1
1183,neutral,0
1184,neutral,1
1185,neutral,1
1186,negative,-0.984
1187,neutral,0.86
1188,positive,1.2752
1189,positive,1.3182
1190,neutral,1
1191,neutral,0
1192,neutral,0.805
1193,positive,0.9172
1194,neutral,0.761
1195,neutral,0.312
1196,positive,1.3599999999999999
1197,neutral,1
1198,neutral,1
1199,neutral,1
1200,positive,0.6763
1201,positive,1.311
1202,neutral,1
1203,positive,0.8829
1204,neutral,1
1205,neutral,0.67
1206,positive,1.3612
1207,neutral,1
1208,neutral,1
1209,neutral,0
1210,positive,1.1844000000000001
1211,neutral,0
1212,neutral,1
1213,neutral,1
1214,neutral,1
1215,neutral,1
1216,neutral,1
1217,neutral,1
1218,neutral,1
1219,neutral,1
1220,positive,1.074
1221,negative,-1.1644
1222,neutral,1
1223,neutral,1
1224,neutral,0
1225,positive,1.2088
1226,neutral,1
1227,neutral,1
1228,neutral,1
1229,neutral,1
1230,negative,-0.8839
1231,positive,1.3612
1232,neutral,1
1233,neutral,1
1234,negative,-0.7168
1235,neutral,0.923
1236,positive,0.7164
1237,neutral,1
1238,neutral,0.841
1239,neutral,0.884
1240,positive,1.1844000000000001
1241,neutral,1
1242,positive,0.9324
1243,neutral,1
1244,neutral,1
1245,neutral,0.909
1246,neutral,0.909
1247,positive,1.1239
1248,neutral,1
1249,neutral,1
1250,neutral,1
1251,positive,0.8604
1252,negative,-1.2099
1253,neutral,1
1254,neutral,0.944
1255,neutral,0.865
1256,positive,1.4215
1257,neutral,0.825
1258,positive,0.8604
1259,positive,0.8532
1260,neutral,0.592
1261,positive,0.7150000000000001
1262,negative,-0.8629
1263,neutral,0.571
1264,positive,0.8534
1265,positive,0.8144
1266,positive,1.1844000000000001
1267,neutral,1
1268,neutral,1
1269,neutral,0.638
1270,neutral,0.888
1271,positive,1.233
1272,neutral,0.419
1273,neutral,0
1274,neutral,0
1275,neutral,0.419
1276,neutral,0.844
1277,neutral,1
1278,neutral,1
1279,neutral,1
1280,neutral,1
1281,neutral,0.877
1282,positive,0.8162
1283,neutral,1
1284,positive,0.8431
1285,neutral,1
1286,neutral,1
1287,positive,0.7462
1288,positive,1.3182
1289,neutral,1
1290,neutral,1
1291,positive,1.1297000000000001
1292,neutral,1
1293,negative,-1.1901
1294,neutral,0.916
1295,positive,0.7238
1296,neutral,1
1297,positive,1.0457
1298,neutral,0
1299,negative,-1.055
1300,neutral,0.851
1301,neutral,0.674
1302,negative,-0.7032
1303,neutral,0.856
1304,negative,-1.4740000000000002
1305,negative,-0.8727
1306,positive,1.4519
1307,neutral,1
1308,positive,0.7358
1309,positive,1.2732999999999999
1310,positive,1.2309
1311,neutral,1
1312,positive,1.0752
1313,negative,-0.8597
1314,neutral,1
1315,neutral,0.863
1316,positive,0.8877999999999999
1317,neutral,1
1318,neutral,0
1319,neutral,1
1320,neutral,1
1321,neutral,1
1322,neutral,1
1323,neutral,1
1324,neutral,1
1325,negative,-0.8338
1326,neutral,1
1327,neutral,1
1328,positive,1.6059999999999999
1329,positive,0.7587999999999999
1330,neutral,0.922
1331,neutral,1
1332,neutral,1
1333,neutral,0
1334,neutral,0
1335,positive,1.4449
1336,neutral,1
1337,neutral,1
1338,neutral,1
1339,neutral,0
1340,positive,0.9172
1341,neutral,1
1342,neutral,1
1343,neutral,1
1344,negative,-0.8758999999999999
1345,positive,1.3182
1346,neutral,1
1347,neutral,1
1348,positive,1.4799
1349,positive,1.3969
1350,neutral,1
1351,neutral,0.734
1352,neutral,1
1353,neutral,1
1354,neutral,0.55
1355,positive,0.984
1356,neutral,1
1357,neutral,0.826
1358,neutral,1
1359,positive,0.9329000000000001
1360,neutral,1
1361,neutral,1
1362,neutral,0.818
1363,positive,1.1319
1364,neutral,0.938
1365,neutral,0.929
1366,neutral,0.698
1367,positive,1.12
1368,neutral,1
1369,positive,0.7759
1370,positive,0.8419
1371,negative,-0.6715
1372,neutral,1
1373,neutral,0.84
1374,neutral,1
1375,neutral,1
1376,neutral,0.795
1377,neutral,1
1378,neutral,1
1379,positive,0.8559
1380,positive,1.4215
1381,neutral,1
1382,positive,1.0575999999999999
1383,neutral,0.717
1384,positive,0.9129
1385,neutral,0
1386,positive,0.9129
1387,neutral,0.763
1388,neutral,1
1389,neutral,1
1390,neutral,0.737
1391,positive,0.8809
1392,neutral,0.698
1393,neutral,0.698
1394,neutral,0.954
1395,neutral,0.781
1396,neutral,0.877
1397,neutral,0.697
1398,neutral,0.928
1399,neutral,1
1400,neutral,1
1401,neutral,1
1402,positive,0.7277
1403,positive,1.7650000000000001
1404,positive,1.4588
1405,positive,0.9172
1406,neutral,0.93
1407,negative,-1.0566
1408,neutral,0.722
1409,neutral,1
1410,neutral,0.796
1411,neutral,0.758
1412,positive,1.1844000000000001
1413,neutral,1
1414,neutral,1
1415,negative,-0.7945
1416,positive,1.2683
1417,neutral,1
1418,neutral,1
1419,positive,0.9459
1420,neutral,1
1421,positive,0.9129
1422,neutral,1
1423,neutral,0.79
1424,neutral,1
1425,neutral,0.848
1426,neutral,1
1427,neutral,1
1428,neutral,0.741
1429,neutral,1
1430,neutral,1
1431,neutral,0.833
1432,neutral,1
1433,neutral,1
1434,positive,0.7805
1435,neutral,1
1436,neutral,0
1437,positive,1.0759
1438,neutral,1
1439,neutral,1
1440,neutral,1
1441,neutral,0.749
